llm_name,article_key,gold_epu,disagreement_flag,newspaper,year,content_len,orig_content_len,eval_content_len,was_truncated,condition,bundle,order,condition_kind,requested_task_count,epu_pred,epu_correct,confidence,focus_excerpt,excerpt_in_target,json_valid,parse_status,task_completion_count,completion_share,aux_mean,who_pred,who_correct,who_requested,who_present,actions_pred,actions_correct,actions_requested,actions_present,effects_pred,effects_correct,effects_requested,effects_present,mention_foreign_pred,mention_foreign_correct,mention_foreign_requested,mention_foreign_present,mainly_foreign_pred,mainly_foreign_correct,mainly_foreign_requested,mainly_foreign_present
anthropic/claude-sonnet-4-6@default,Midcentury_2987,1,0,NYT,1993,4419,4419,4419,0,full_focus_epu_last,full,epu_last,multi,5,0.0,0.0,0.92,Uncertainty Over Parade Has Merchants Worried: Substantial Loss of Tourist Trade Is Feared,0,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1270,0,0,DMNB,1993,8298,8298,4989,1,single_focus,,,single,0,0.0,1.0,0.75,Planners in Bonn had realized from the start of economic union that many Eastern Germans over 40 would lose their jobs and never work again.,0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1270,0,0,DMNB,1993,8298,8298,4989,1,single_long_control,,,single_control,0,0.0,1.0,0.7,Planners in Bonn had realized from the start of economic union that many Eastern Germans over 40 would lose their jobs and never work again.,0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1270,0,0,DMNB,1993,8298,8298,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.82,Planners in Bonn had realized from the start of economic union that many Eastern Germans over 40 would lose their jobs and never work again.,0,1,ok,0,0.0,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0
anthropic/claude-sonnet-4-6@default,Current_1270,0,0,DMNB,1993,8298,8298,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.82,Planners in Bonn had realized from the start of economic union that many Eastern Germans over 40 would lose their jobs and never work again.,0,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,1.0,1,1,1.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_226,0,0,SFC,1997,6132,6132,4989,1,single_focus,,,single,0,0.0,1.0,0.95,"a lecture on supply-side economics: If the NBA draft has been reduced to three or four top players and a bunch of uncertainty, how could anyone think there's enough talent to field two women's leagues?",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_226,0,0,SFC,1997,6132,6132,4989,1,single_long_control,,,single_control,0,0.0,1.0,0.95,"a lecture on supply-side economics: If the NBA draft has been reduced to three or four top players and a bunch of uncertainty, how could anyone think there's enough talent to field two women's leagues?",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_226,0,0,SFC,1997,6132,6132,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.95,"if the NBA draft has been reduced to three or four top players and a bunch of uncertainty, how could anyone think there's enough talent to field two women's leagues?",0,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_226,0,0,SFC,1997,6132,6132,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.95,"a lecture on supply-side economics: If the NBA draft has been reduced to three or four top players and a bunch of uncertainty, how could anyone think there's enough talent to field two women's leagues?",0,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_461,1,1,NYT,2008,4325,4325,4325,0,single_focus,,,single,0,0.0,0.0,0.7,A country that could once afford to be serenely indifferent to Western sanctions is now being forced to liberalize and open its economy.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_461,1,1,NYT,2008,4325,4325,4325,0,single_long_control,,,single_control,0,1.0,1.0,0.72,"This is despite the fact that the Bush administration, which accuses Syria of supporting terrorism, has recently added sanctions on the government and its business associates.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_461,1,1,NYT,2008,4325,4325,4325,0,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.72,"a profoundly uncertain economic future has created additional incentives for peace, which could help lure foreign investment by ending Syria's pariah status in the West",1,1,ok,5,1.0,0.8,0.0,1.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_461,1,1,NYT,2008,4325,4325,4325,0,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.72,"A profoundly uncertain economic future has created additional incentives for peace, which could help lure foreign investment by ending Syria's pariah status in the West.",0,1,ok,5,1.0,0.8,0.0,1.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Midcentury_7054,1,0,NYT,1989,10559,10559,4989,1,single_focus,,,single,0,1.0,1.0,0.85,questions about China's stability and economic policy are forcing many American companies to delay or scale back their plans for Chinese ventures,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Midcentury_7054,1,0,NYT,1989,10559,10559,4989,1,single_long_control,,,single_control,0,1.0,1.0,0.85,questions about China's stability and economic policy are forcing many American companies to delay or scale back their plans for Chinese ventures,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Midcentury_7054,1,0,NYT,1989,10559,10559,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.85,questions about China's stability and economic policy are forcing many American companies to delay or scale back their plans for Chinese ventures,1,1,ok,5,1.0,0.6,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1
anthropic/claude-sonnet-4-6@default,Midcentury_7054,1,0,NYT,1989,10559,10559,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.85,questions about China's stability and economic policy are forcing many American companies to delay or scale back their plans for Chinese ventures,1,1,ok,5,1.0,0.6,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1036,1,1,DMNB,2009,4522,4522,4522,0,single_focus,,,single,0,1.0,1.0,0.8,"The Small Business Administration's monthly loan volume for the Dallas-Fort Worth area has doubled since the federal economic stimulus package took effect in mid-March, but many banks still report strict standards",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1036,1,1,DMNB,2009,4522,4522,4522,0,single_long_control,,,single_control,0,1.0,1.0,0.8,"The Small Business Administration's monthly loan volume for the Dallas-Fort Worth area has doubled since the federal economic stimulus package took effect in mid-March, but many banks still report strict standards",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1036,1,1,DMNB,2009,4522,4522,4522,0,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.72,many lenders still are cautious because uncertainty about the economy remains,0,1,ok,5,1.0,0.6,0.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.0,0.0,1,1,0.0,0.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1036,1,1,DMNB,2009,4522,4522,4522,0,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.75,"The Small Business Administration's monthly loan volume for the Dallas-Fort Worth area has doubled since the federal economic stimulus package took effect in mid-March, but many banks still report strict standards",0,1,ok,5,1.0,0.6,0.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.0,0.0,1,1,0.0,0.0,1,1
anthropic/claude-sonnet-4-6@default,Current_931,0,0,LAT,2006,8114,8114,4989,1,single_focus,,,single,0,0.0,1.0,0.92,Analysts said Coca-Cola and JPMorgan Chase could face difficulties in 2006 with a slowdown in the economy and limited spending by consumers,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_931,0,0,LAT,2006,8114,8114,4989,1,single_long_control,,,single_control,0,0.0,1.0,0.92,Analysts said Coca-Cola and JPMorgan Chase could face difficulties in 2006 with a slowdown in the economy and limited spending by consumers -- both of which could have a much broader effect on stocks as the year goes on.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_931,0,0,LAT,2006,8114,8114,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.85,Analysts said Coca-Cola and JPMorgan Chase could face difficulties in 2006 with a slowdown in the economy and limited spending by consumers -- both of which could have a much broader effect on stocks as the year goes on.,1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_931,0,0,LAT,2006,8114,8114,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.92,Analysts said Coca-Cola and JPMorgan Chase could face difficulties in 2006 with a slowdown in the economy and limited spending by consumers -- both of which could have a much broader effect on stocks as the year goes on.,1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1332,1,0,LAT,1998,7835,7835,4989,1,single_focus,,,single,0,1.0,1.0,0.65,"Eisuke Sakakibara, the Japanese Ministry of Finance official known as 'Mr. Yen' for his influence on exchange rates, said the currency markets may have been too pessimistic about the weakening yen and that the time may be right for Tokyo to intervene again to support the currency",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1332,1,0,LAT,1998,7835,7835,4989,1,single_long_control,,,single_control,0,1.0,1.0,0.65,"Eisuke Sakakibara, the Japanese Ministry of Finance official known as 'Mr. Yen' for his influence on exchange rates, said the currency markets may have been tto pessimistic about the weakening yen and that the time may be right for Tokyo to intervene again to support the currency",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1332,1,0,LAT,1998,7835,7835,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.72,"Eisuke Sakakibara, the Japanese Ministry of Finance official known as 'Mr. Yen' for his influence on exchange rates, said the currency markets may have been too pessimistic about the weakening yen and that the time may be right for Tokyo to intervene again to support the currency",0,1,ok,5,1.0,0.6,0.0,0.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1332,1,0,LAT,1998,7835,7835,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.6,"Eisuke Sakakibara, the Japanese Ministry of Finance official known as 'Mr. Yen' for his influence on exchange rates, said the currency markets may have been too pessimistic about the weakening yen and that the time may be right for Tokyo to intervene again to support the currency",0,1,ok,5,1.0,0.8,1.0,1.0,1,1,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1152,0,1,DMNB,2002,9053,9053,4989,1,single_focus,,,single,0,0.0,1.0,0.75,"Voters are increasingly concerned about the stock market, the economic recovery and the business scandals",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1152,0,1,DMNB,2002,9053,9053,4989,1,single_long_control,,,single_control,0,0.0,1.0,0.72,"Voters are increasingly concerned about the stock market, the economic recovery and the business scandals. The national landscape is moving towards the Democrats, but it hasn't filtered down to local races yet.",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1152,0,1,DMNB,2002,9053,9053,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,0.0,0.72,"any significant change in the national economic climate could affect this race... Because of the economy, there's a wind at our backs",0,1,ok,5,1.0,0.6,0.0,0.0,1,1,0.0,1.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1152,0,1,DMNB,2002,9053,9053,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.6,One uncertainty here and elsewhere is the degree to which national issues such as the current furor over corporate misdeeds will influence the climate.,0,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1456,1,1,NYT,2008,5503,5503,4989,1,single_focus,,,single,0,0.0,0.0,0.92,"Citing economic uncertainty, the Borders Group announced last month that it was considering selling itself.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1456,1,1,NYT,2008,5503,5503,4989,1,single_long_control,,,single_control,0,0.0,0.0,0.92,"Citing economic uncertainty, the Borders Group announced last month that it was considering selling itself.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1456,1,1,NYT,2008,5503,5503,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,0.0,0.85,"Citing economic uncertainty, the Borders Group announced last month that it was considering selling itself.",1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1456,1,1,NYT,2008,5503,5503,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,0.0,0.85,"Citing economic uncertainty, the Borders Group announced last month that it was considering selling itself.",1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1365,0,0,SFC,1995,7017,7017,4989,1,single_focus,,,single,0,0.0,1.0,0.85,Major league baseball players made an unconditional offer to end their 232-day strike yesterday,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1365,0,0,SFC,1995,7017,7017,4989,1,single_long_control,,,single_control,0,0.0,1.0,0.85,"Major league baseball players made an unconditional offer to end their 232-day strike yesterday, but that may not get them back on the field.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1365,0,0,SFC,1995,7017,7017,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.85,"The owners could respond to the latest development with a lockout, in which case the season probably would begin with the replacement teams that were assembled for spring training.",1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1365,0,0,SFC,1995,7017,7017,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.85,"The owners could respond to the latest development with a lockout, in which case the season probably would begin with the replacement teams that were assembled for spring training.",1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_15,0,0,NYT,2000,1285,1285,1285,0,single_focus,,,single,0,0.0,1.0,0.85,taking the huge amounts of government-provided low-cost electricity they would have used for producing aluminum and selling it back to the government for as much as 20 times what they paid,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_15,0,0,NYT,2000,1285,1285,1285,0,single_long_control,,,single_control,0,0.0,1.0,0.85,taking the huge amounts of government-provided low-cost electricity they would have used for producing aluminum and selling it back to the government for as much as 20 times what they paid,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_15,0,0,NYT,2000,1285,1285,1285,0,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.85,they are taking the huge amounts of government-provided low-cost electricity they would have used for producing aluminum and selling it back to the government for as much as 20 times what they paid,1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_15,0,0,NYT,2000,1285,1285,1285,0,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.82,there is a fortune to be made these days in not producing aluminum. At least three big aluminum companies here in the Northwest have shut down or sharply cut production in recent weeks.,1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_381,1,0,SFC,2006,7651,7651,4989,1,single_focus,,,single,0,0.0,0.0,0.75,Mayor Gavin Newsom's administration wants to let a judge rather than San Francisco voters decide whether the 49ers can move forward with a new stadium project,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_381,1,0,SFC,2006,7651,7651,4989,1,single_long_control,,,single_control,0,1.0,1.0,0.72,"Passage of Migden's legislation would save the team and its City Hall backers a return to the city ballot -- and the time, money and uncertainty that go along with it -- for an on-again, off-again project with a controversial political history in San Francisco.",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_381,1,0,SFC,2006,7651,7651,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.72,"Passage of Migden's legislation would save the team and its City Hall backers a return to the city ballot -- and the time, money and uncertainty that go along with it -- for an on-again, off-again project with a controversial political history in San Francisco.",1,1,ok,5,1.0,0.4,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.0,0.0,1,1,0.0,0.0,1,1
anthropic/claude-sonnet-4-6@default,Current_381,1,0,SFC,2006,7651,7651,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.72,"Passage of Migden's legislation would save the team and its City Hall backers a return to the city ballot -- and the time, money and uncertainty that go along with it -- for an on-again, off-again project with a controversial political history in San Francisco.",1,1,ok,5,1.0,0.4,1.0,0.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,0.0,0.0,1,1,0.0,0.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1400,0,0,LAT,1987,21926,21926,4989,1,single_focus,,,single,0,0.0,1.0,0.97,caring for AIDS patients extends far beyond the prescribed round of medical tests and procedures. AIDS sweeps doctors and patients alike into a welter of demanding emotional and social problems.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1400,0,0,LAT,1987,21926,21926,4989,1,single_long_control,,,single_control,0,0.0,1.0,0.97,AIDS sweeps doctors and patients alike into a welter of demanding emotional and social problems.,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1400,0,0,LAT,1987,21926,21926,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.97,AIDS sweeps doctors and patients alike into a welter of demanding emotional and social problems.,1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1400,0,0,LAT,1987,21926,21926,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.97,AIDS sweeps doctors and patients alike into a welter of demanding emotional and social problems.,1,1,ok,2,0.4,0.4,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1113,0,0,MIHB,2002,4830,4830,4830,0,single_focus,,,single,0,0.0,1.0,0.85,the shaky economy and uncertainty over war with Iraq have added to that determination,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1113,0,0,MIHB,2002,4830,4830,4830,0,single_long_control,,,single_control,0,0.0,1.0,0.85,the shaky economy and uncertainty over war with Iraq have added to that determination,1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1113,0,0,MIHB,2002,4830,4830,4830,0,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.85,the shaky economy and uncertainty over war with Iraq have added to that determination,1,1,ok,0,0.0,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0,,0.0,1,0
anthropic/claude-sonnet-4-6@default,Current_1113,0,0,MIHB,2002,4830,4830,4830,0,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.85,the shaky economy and uncertainty over war with Iraq have added to that determination,1,1,ok,2,0.4,0.2,,0.0,1,0,,0.0,1,0,,0.0,1,0,1.0,0.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1267,0,0,DMNB,1996,2207,2207,2207,0,single_focus,,,single,0,1.0,0.0,0.72,the odds are only slightly better than fifty-fifty that Federal Reserve policy makers will btost interest rates at their Aug. 20 meeting to ensure a slower economy and subdued inflation,0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1267,0,0,DMNB,1996,2207,2207,2207,0,single_long_control,,,single_control,0,1.0,0.0,0.72,the odds are only slightly better than fifty-fifty that Federal Reserve policy makers will btost interest rates at their Aug. 20 meeting to ensure a slower economy and subdued inflation,0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1267,0,0,DMNB,1996,2207,2207,2207,0,full_focus_epu_first,full,epu_first,multi,5,1.0,0.0,0.82,the odds are only slightly better than fifty-fifty that Federal Reserve policy makers will btost interest rates at their Aug. 20 meeting to ensure a slower economy and subdued inflation,0,1,ok,5,1.0,0.4,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1267,0,0,DMNB,1996,2207,2207,2207,0,full_focus_epu_last,full,epu_last,multi,5,1.0,0.0,0.85,the odds are only slightly better than fifty-fifty that Federal Reserve policy makers will btost interest rates at their Aug. 20 meeting to ensure a slower economy and subdued inflation,0,1,ok,5,1.0,0.4,1.0,0.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1,0,1,SFC,2002,10133,10133,4989,1,single_focus,,,single,0,0.0,1.0,0.85,"despite -- or maybe in the minds of rich buyers, because of -- widespread economic uncertainty",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1,0,1,SFC,2002,10133,10133,4989,1,single_long_control,,,single_control,0,0.0,1.0,0.85,"despite -- or maybe in the minds of rich buyers, because of -- widespread economic uncertainty",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1,0,1,SFC,2002,10133,10133,4989,1,full_focus_epu_first,full,epu_first,multi,5,0.0,1.0,0.85,"despite -- or maybe in the minds of rich buyers, because of -- widespread economic uncertainty",1,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,0.0,1,1,0.0,0.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1,0,1,SFC,2002,10133,10133,4989,1,full_focus_epu_last,full,epu_last,multi,5,0.0,1.0,0.85,"amazed at prices things have brought at the high end of recent art auctions, despite -- or maybe in the minds of rich buyers, because of -- widespread economic uncertainty",1,1,ok,2,0.4,0.0,,0.0,1,0,,0.0,1,0,,0.0,1,0,0.0,0.0,1,1,0.0,0.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1756,1,0,LAT,1998,9532,9532,4989,1,single_focus,,,single,0,1.0,1.0,0.82,"He proposed an unspecified 'new mechanism' within the International Monetary Fund to limit the financial turmoil... The Federal Reserve's policy-making body, the Open Market Committee, doesn't have to wait until its next formal meeting Nov. 17 to take action to trim interest rates",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1756,1,0,LAT,1998,9532,9532,4989,1,single_long_control,,,single_control,0,1.0,1.0,0.82,"He proposed an unspecified 'new mechanism' within the International Monetary Fund to limit the financial turmoil... the Fed can lower interest rates without fear of stimulating a round of price increases... the Open Market Committee, doesn't have to wait until its next formal meeting Nov. 17 to take action to trim interest rates",0,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
anthropic/claude-sonnet-4-6@default,Current_1756,1,0,LAT,1998,9532,9532,4989,1,full_focus_epu_first,full,epu_first,multi,5,1.0,1.0,0.82,"He proposed an unspecified 'new mechanism' within the International Monetary Fund to limit the financial turmoil... The Federal Reserve's policy-making body, the Open Market Committee, doesn't have to wait until its next formal meeting Nov. 17 to take action to trim interest rates",0,1,ok,5,1.0,0.4,1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1756,1,0,LAT,1998,9532,9532,4989,1,full_focus_epu_last,full,epu_last,multi,5,1.0,1.0,0.82,He proposed an unspecified 'new mechanism' within the International Monetary Fund to limit the financial turmoil... the committee members could simply hold a conference call to order a change in policy.,0,1,ok,5,1.0,0.4,1.0,0.0,1,1,1.0,1.0,1,1,1.0,0.0,1,1,1.0,0.0,1,1,0.0,1.0,1,1
anthropic/claude-sonnet-4-6@default,Current_1379,0,0,SFC,2002,7206,7206,4989,1,single_focus,,,single,0,0.0,1.0,0.97,"Vietnam was ripe with deception. It was hard to know who to trust, or who to be afraid of",1,1,ok,0,,,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0,,0.0,0,0
